,address1,address2,city,name,tel,url,zip,geometry
628,422 E 72nd St,,New York,Kahan Fine Art Galleries Ltd,(212) 861-3682,http://local.yahoo.com/info-11111359-kahan-fine-art-galleries-limited-new-york?csz=Bloomfield%2C+NJ+07003,10021.0,POINT (-73.95504392869945 40.76682971486002)
629,23 E 74th St,Apt 8E,New York,Kaller-Kimche R Inc,(212) 288-5698,http://www.artantiquedealersleague.org/dealerdetails.asp?dealerID=49,10021.0,POINT (-73.96473207114876 40.77345637212837)
630,9 E 82nd St,,New York,Kang Byung,(212) 734-1490,http://www.kangcollection.com/,10028.0,POINT (-73.96128970630069 40.77867171291437)
631,40 E 78th St,,New York,Kapoor Galleries Inc,(212) 794-2300,http://www.kapoorgalleries.com/,10021.0,POINT (-73.96257906971837 40.77523960172669)
632,531 W 25th St,,New York,Kashya Hildebrand,(212) 366-5757,http://www.kashyahildebrand.org/,10001.0,POINT (-74.00443296960334 40.749689464502)
633,9 Desbrosses Street,,New York,Katherine Blackburne Studios,,http://katherineblackburne.com/,10013.0,POINT (-74.0092436136626 40.72325270997295)
634,529 W 20th St,,New York,Kathryn Markel Fine Arts Inc,(212) 366-5368,http://www.markelfinearts.com/,10011.0,POINT (-74.00693865733352 40.74671946685839)
635,32 Union Sq,,New York,Katz Steven,(212) 505-8815,http://www.ziphip.com/katz+steven.9.51373377p.home.html,10001.0,POINT (-73.98920391142987 40.73552235994015)
636,120 E 36th St,,New York,Keats R Stuart,(212) 696-5728,http://www.yelp.com/biz/keats-r-stuart-fine-arts-new-york,10016.0,POINT (-73.97949841195816 40.74776391182996)
637,545 W 34th St,,New York,Keith Copley Gallery,(212) 216-0614,http://m.nyc.com/arts__attractions/keith_copley_gallery.1657/map_location.aspx,10001.0,POINT (-74.00074259197737 40.75569251417376)
638,1045 MADISON AVENUE,#3,New York,Keith de Lellis Gallery,(212) 327-1482,http://www.keithdelellisgallery.com/,10075.0,POINT (-73.96155651636568 40.77664162052785)
639,591 Broadway,,New York,Kelly June Gallery,(212) 226-1660,http://www.junekellygallery.com/,10012.0,POINT (-73.99753864716389 40.72507391316515)
640,80 5TH AVE RM 1506,,New York,Kem Art Studio,(212) 929-9017,http://www.nyc.com/arts__attractions/kem_art_studio.574/editorial_review.aspx,10011.0,POINT (-73.99409339068872 40.73593099214826)
641,501 W 23rd St,,New York,Kempner Jim Fine Art,(212) 206-6872,http://www.artnet.com/jkfa.html,10011.0,POINT (-74.00425506803612 40.74796362962052)
642,214 E 2nd St,,New York,Kenkeleba Gallery,(212) 674-3939,http://www.merchantcircle.com/business/Kenkeleba.Gallery.212-674-3939,10009.0,POINT (-73.98286541179743 40.72203676941313)
643,541 West 25th Street,Second Floor,New York,Kent Gallery,(212) 627-3680,http://www.kentgallery.com/,10001.0,POINT (-74.00473857598294 40.74986991823938)
644,353 Van Brunt Street,,Brooklyn,Kentler International Drawing Space,(718) 875-2098,http://www.kentlergallery.org/,11231.0,POINT (-74.0129928623173 40.67694141344959)
645,24 E 73rd St,,New York,Keogh & Riehlman Fine Art,(212) 879-2545,http://www.nycpaintings.com/about/about.shtm,10021.0,POINT (-73.96541795682192 40.77253250636124)
646,14 Wall Street,,New York,Keya Gallery,(212) 366-9742,http://www.keyagallery.com/,10005.0,POINT (-74.01076961289816 40.70762944901861)
647,529 W 20th St,,New York,Kim Foster Gallery,(212) 229-0044,http://www.kimfostergallery.com/,10011.0,POINT (-74.00686532600677 40.74654934037891)
648,236 West 26th Street,,New York,Kind Phylis Gallery,(212) 925-1200,http://www.artslant.com/ny/venues/show/713-phyllis-kind-gallery,10001.0,POINT (-73.9958687612381 40.74652398746522)
649,128 West 23rd Street,,New York,King David Art Gallery,(212) 727-9700,http://www.kingdavidgallery.com/,10011.0,POINT (-73.99400408130022 40.74315985494695)
650,529 West 20th Street,11th Fl.,New York,"Kinz, Tillou + Feigen",(212) 929-0500,http://www.yelp.com/biz/kinz-tillou-feigen-gallery-new-york,10011.0,POINT (-74.00701008243772 40.74663940121111)
651,526 W 26th St,,New York,Klagsbrun Nicole Gallery,(212) 243-3335,http://nicoleklagsbrun.com/,10001.0,POINT (-74.00433592507247 40.74997309876673)
652,511 W 25th St,,New York,Klotz Sirmon Gallery,(212) 741-4764,http://www.photocollect.com/,10001.0,POINT (-74.00395717447677 40.74962416092564)
653,58 E 66th St,,New York,Kokon Inc,(212) 744-5577,http://www.nyc.com/arts__attractions/kokon_inc.884/whats_nearby.aspx,10021.0,POINT (-73.96748220301508 40.76744319208954)
654,330 W 38th St,,New York,Kraus Carole Ltd,(646) 522-9858,http://www.carolekraus.com/,10018.0,POINT (-73.99350190270265 40.75525430231709)
655,74 E 79th St,,New York,Kraushaar Galleries,(212) 307-5730,http://www.kraushaargalleries.com/,10075.0,POINT (-73.9611544113061 40.77564019343842)
656,521 W 21st St,,New York,Kravets Wehby,(212) 352-2238,http://www.kravetswehbygallery.com/,10011.0,POINT (-74.00604109296434 40.74710852987965)
657,521 W 21st St,,New York,Kravets Wehby Gallery,(212) 352-2238,http://www.kravetswehbygallery.com/,10011.0,POINT (-74.00627467608743 40.74707248993365)
658,230 Central Park W,,New York,Krienke Kendra,(212) 580-6516,http://newyork.citysearch.com/profile/7169377/new_york_ny/krienke_kendra.html,10024.0,POINT (-73.97094198879634 40.78367572050502)
659,645 Madison Ave,,New York,L A Cotton,(212) 838-6390,http://www.nyc.com/arts__attractions/l_a_cotton.1802/editorial_review.aspx,10001.0,POINT (-73.97082633217697 40.763904879908)
660,280 Columbus Ave,,New York,La Belle Epoque Vintage Posters Inc,(212) 362-1770,http://www.la-belle-epoque.com/,10023.0,POINT (-73.97835368272915 40.77838511240395)
661,41 E 57th St,,New York,Lally J J & Co,(212) 371-3380,http://www.nyc.com/arts__attractions/lally_j_j__co.421/whats_nearby.aspx,10022.0,POINT (-73.97193281069509 40.76247458575833)
662,210 11th Ave,Fl 7,New York,Lamontage,(212) 989-2732,http://www.lioramanne.com/index.php?cid=home,10001.0,POINT (-74.00587275253571 40.74995614887753)
663,264 E Broadway,,New York,Landy Fine Art,(212) 505-3702,http://lohoguide.com/~lohoguid/app/site/landyfineart/index.php,10002.0,POINT (-73.98517983706303 40.71492376014234)
664,537 Greenwich St,,New York,Langotsky Gamba,(212) 675-0761,http://www.manta.com/coms2/dnbcompany_gksp3l,10013.0,POINT (-74.00861745382724 40.72708180065917)
665,250 Bedford Park Blvd West,,Bronx,Lehman College - Art Gallery,(718) 960-7830,http://www.lehman.cuny.edu/vpadvance/artgallery/gallery/,10468.0,POINT (-73.89291005670557 40.87458975046948)
666,540 W 26th St,,New York,Lehmann Maupin,(212) 965-0753,http://www.lehmannmaupin.com/,10001.0,POINT (-74.00481381980848 40.75019804508463)
667,526 W 26th St,,New York,Lelong Galerie,(212) 315-0470,http://www.galerielelong.com/,10001.0,POINT (-74.00419547934735 40.75004373785499)
668,210 11th Ave,,New York,Lemmons Durham Contemporary Art,(212) 337-0025,http://ny.serviceslisted.com/1654446-LemmonsDurhamContemporaryArt.htm,10001.0,POINT (-74.00593617330293 40.74986483882258)
669,514 W 25th St,,New York,Lennon Weinberg Inc,(212) 941-0012,http://www.lennonweinberg.com/flash.html,10001.0,POINT (-74.00412150736602 40.74911048760112)
670,18 E 77th St,,New York,Leo Castelli Gallery,(212) 249-4470,http://www.castelligallery.com/,10021.0,POINT (-73.96371064617742 40.77501230396186)
671,114 E 57th St,,New York,Leo Kaplan Modern Ltd,(212) 872-1616,http://www.lkmodern.com/,10022.0,POINT (-73.97007751754849 40.76109137888727)
672,545 West 23rd Street,,New York,Leo Koenig Inc,(212) 334-9255,http://www.leokoenig.com/,10011.0,POINT (-74.00588391810967 40.74887766804935)
673,16 E 71st St,Ste 1A,New York,Leon Tovar Gallery,(212) 585-2400,http://www.leontovargallery.com/a/index.php,10021.0,POINT (-73.96652981846641 40.77112198760146)
674,131 Prince St,,New York,Leslie-Lohman Gay Art Foundation,(212) 673-7007,http://www.leslielohman.org,10012.0,POINT (-74.00027430190332 40.72565728171607)
675,41 E 57th St,,New York,Levin Betty,(212) 355-5370,http://www.nyc.com/arts__attractions/levin_betty.405/editorial_review.aspx,10022.0,POINT (-73.97198517368206 40.76240335960149)
676,565 W End Ave,,New York,Levine Elizabeth & Assocs,(212) 874-5334,http://www.manta.com/coms2/dnbcompany_6mflzr,10024.0,POINT (-73.97752233831233 40.78986636444299)
677,16 E 79th St,,New York,Lewitt Fine Art Gallery,(212) 628-0918,http://www.tyloon.com/business_profile/CID-2243409/lewitt_fine_art_gallery.html,10021.0,POINT (-73.96271300500342 40.77635842960548)
678,832 Lexington Ave,,New York,Lexington Art & Frame Co,(212) 319-3724,http://www.merchantcircle.com/business/Lexington.Art.And.Frame.Co.New.York.NY.212-319-3724,10021.0,POINT (-73.96626234371489 40.76517408932921)
679,870 Avenue of the Americas,,New York,Limner Gallery,(212) 725-0999,http://www.slowart.com/limner/index.htm,10001.0,POINT (-73.98905873668865 40.74758821864417)
680,551 3rd Ave,,New York,Decor Art Gallery,(212) 683-9729,http://local.yahoo.com/info-32910954-decor-art-gallery-new-york,10016.0,POINT (-73.97664409804126 40.74722503042103)
681,353 3rd Ave,,New York,Decor Art Gallery Inc,(212) 481-3728,http://wap.outalot.com/listings/278197-Decor-Art-Gallery,10010.0,POINT (-73.98154385842008 40.7404255519148)
682,158 7th Ave,,New York,Decor Art Gallery Inc,(212) 604-9864,http://local.botw.org/New_York/New_York/Decor_Art_Gallery_Inc/141709258.html,10011.0,POINT (-73.99753554633254 40.74199628027466)
683,222 3rd Ave,,New York,Decor Art Gallery VII+,(212) 673-1366,http://www.nyc.com/arts__attractions/decor_art_gallery_vii.1769/editorial_review.aspx,10003.0,POINT (-73.98527373184241 40.7363620369381)
684,76 Grand St,and 18 Wooster St,New York,Deitch Projects,(212) 343-7300,http://www.deitch.com/gallery/index.php,10013.0,POINT (-74.00256827194076 40.72203363838371)
685,970 Madison Ave,,New York,Demirjian Torkom,(212) 772-3388,http://directory.nh.com/demirjian+torkom.9.53066079p.home.html,10021.0,POINT (-73.96384991439417 40.77424073752373)
686,761 Fulton St,,Brooklyn,Demu Gallery,(718) 596-8484,http://local.yahoo.com/info-11335092-demu-m-demu-gallery-brooklyn,11217.0,POINT (-73.97407489974366 40.68639582033313)
687,529 W 20th Street,4th Floor,New York,Denise Bibro Fine Art,(212) 647-7030,http://www.denisebibrofineart.com/,10011.0,POINT (-74.00695182116277 40.74677236451142)
688,21 E 62nd St,,New York,Dennis De Lorenzo Gallery,(212) 754-9084,http://whrrl.com/place/1220517/dennis-de-lorenzo-gallery-new-york,10021.0,POINT (-73.97027929107071 40.76581473623051)
689,15 W 27th St,,New York,Derek Eller Gallery,(212) 206-6411,http://www.derekeller.com/,10001.0,POINT (-73.98825306635624 40.74450714370825)
690,19 E 66th St,,New York,Dickinson Roundell Inc,(212) 772-8083,http://www.simondickinson.com/new-york/,10021.0,POINT (-73.96854540922763 40.76825439712238)
691,37 Broadway,,Brooklyn,Dollhaus,(718) 384-6139,http://www.dollhaus.org,11211.0,POINT (-73.96730076177079 40.71084127657944)
692,24 W 57th St,,New York,Donson Theodore B Ltd,(212) 245-7007,http://gallerydriver.com/?method=Gallery.GalleryDetail&GalleryID=489E045F-3048-28EB-92E651990B61FCBA,10019.0,POINT (-73.9757360256425 40.76332075744324)
693,529 W 20th St,Ste 7E,New York,Dorfman Projects,(212) 352-2272,http://www.dorfmanprojects.com/,10011.0,POINT (-74.00682774650868 40.74671947348653)
694,20 E 74th St,,New York,Dorsky Carol,(212) 327-0750,http://www.carolsimondorsky.com/,10021.0,POINT (-73.96492290063352 40.77303692657161)
695,1775 E 34th St,,Brooklyn,Doug Meyer Fine Art,(718) 375-8006,http://fineartamerica.com/profiles/doug-meyer-fine-art.html,11234.0,POINT (-73.9369317584929 40.61278271609928)
696,114 Fulton St,,New York,Downtown Arts Festival,(212) 243-5050,http://www.gvlculturalaffairs.org/website/programs_events/DFAS/downtown_art_fest.html,10038.0,POINT (-74.00737810561168 40.70981333233885)
697,13 Monroe Street,,New York,Downtown Music Gallery,(212) 473-0043,http://www.downtownmusicgallery.com/Main/index.htm,10002.0,POINT (-73.9959259244248 40.71165385266468)
698,591 Broadway,,New York,Dranoff Fine Art,(212) 966-0153,http://www.dranofffineart.com/FrontendArt/default.htm,10012.0,POINT (-73.99738556245964 40.7249965758697)
699,401 7 Avenue,,New York,Dresden Art Galries,(212) 695-6250,http://ny.serviceslisted.com/1654860-DresdenArtGalries.htm,10001.0,POINT (-73.99099244323159 40.74975505881183)
700,30 Washington St,,Brooklyn,DUMBO Arts Center,(718) 694-0831,http://www.dumboartscenter.org/,11201.0,POINT (-73.98981274885115 40.70347319955606)
701,22 E 72nd St,,New York,Duncan Ligoa,(212) 988-3110,http://local.botw.org/New_York/New_York/Duncan_Ligoa/4371209.html,10021.0,POINT (-73.96590830710969 40.77169855247462)
702,224 W 30th St,,New York,E Art Group,(212) 931-6690,http://boundlessgallery.com/directory/gallery/1197/E-Art-Group,10001.0,POINT (-73.99390782077703 40.7488345265814)
703,68 Jane St,,New York,Eastern Arts Inc,(212) 366-5385,http://www.nyc.com/arts__attractions/eastern_arts_inc.270/editorial_review.aspx,10014.0,POINT (-74.00670810578254 40.73799489282995)
704,210 11th Ave,,New York,Edward Thorp Gallery,(212) 691-6565,http://www.edwardthorpgallery.com/,10001.0,POINT (-74.00608114867032 40.74981056406732)
705,745 5th Ave,,New York,Edwynn Houk Gallery,(212) 750-7070,http://www.houkgallery.com/,10151.0,POINT (-73.97334238756805 40.76341083178701)
706,411 West End Ave,West End Ave & 82nd St W,New York,Eileen Walters Gallery,(212) 362-4300,http://trustedplaces.com/review/us/ny/new-york/cultural/142547j/eileen-walters-gallery,10024.0,POINT (-73.98109484651968 40.78498334596437)
707,526 W 26th St,,New York,Elga Wimmer,(212) 206-0006,http://www.elgawimmer.com/,10001.0,POINT (-74.00432687269794 40.75010230730481)
708,545 West 20th Street,,New York,Elizabeth Dee Gallery,(212) 924-7545,http://www.elizabethdeegallery.com/,10011.0,POINT (-74.00753313138655 40.74688520103006)
709,529 W 20th St,,New York,Elizabeth Harris Gallery,(212) 463-9666,http://www.elizabethharrisgallery.com/,10011.0,POINT (-74.00677133731472 40.74657936882664)
710,55 E 73rd St,,New York,Elizabeth Mayer Fine Art,(212) 879-1241,http://local.botw.org/New_York/New_York/Elizabeth_Mayer_Fine_Art/56447096.html,10021.0,POINT (-73.96383795015514 40.77222814835738)
711,963 Lexington Ave,,New York,Elizabeth Moore Fine Art,(212) 744-8177,http://local.botw.org/New_York/New_York/Elizabeth_Moore_Fine_Art/9195013.html,10021.0,POINT (-73.96285621447495 40.76910952094089)
712,800 5th Ave,,New York,Elizabeth Wang Gallery,(212) 752-4881,http://www.elizabethwanggallery.com/,10021.0,POINT (-73.97162702667644 40.76559751156042)
713,18 E 81st St,,New York,Elkon Gallery Inc,(212) 535-3940,http://www.artnet.com/elkon.html,10028.0,POINT (-73.96186682368997 40.77772379888382)
714,301 Park Ave,,New York,Elliot Stevens Ltd,(212) 355-8333,http://web2.userinstinct.com/30816160-elliot-stevens-ltd.htm,10022.0,POINT (-73.97334596698829 40.75650260083854)
715,537 Broadway,,New York,Emily Harvey Gallery,(212) 925-7651,http://www.emilyharveyfoundation.org/,10012.0,POINT (-73.99900174787658 40.7235058370544)
716,205 E 60th St,,New York,Environment Home Furnshngs Inc,(212) 688-5880,http://www.ibegin.com/directory/us/new-york/new-york/environment-home-furnshngs-inc-205-e-60th-st/,10022.0,POINT (-73.96555408435164 40.76208202722147)
717,411 E 53rd St,,New York,Equatorial America Inc,(212) 593-3306,http://www.nyc.com/arts__attractions/equatorial_america_inc.410/editorial_review.aspx,10022.0,POINT (-73.96424711841593 40.755759496755)
718,19 E 75th St,,New York,Equitable Appraisal Co Inc,(212) 535-3160,http://vendors.findlaw.com/scripts/profiles/151087.html,10021.0,POINT (-73.96428935997606 40.77397695337737)
719,340 E 52nd St,,New York,Equity Art Brokers,(212) 593-3188,http://www.nyc.com/arts__attractions/equity_art_brokers.561/editorial_review.aspx,10022.0,POINT (-73.96611940487951 40.7552841788991)
720,40 W 25th St,,New York,Equity Art Brokers,(212) 620-7604,http://ny.serviceslisted.com/1654740-EquityArtBrokers.htm,10010.0,POINT (-73.99114640729313 40.7436771577712)
721,41 Union Sq W,Ste 1011,New York,Erotics Gallery,(212) 633-2241,http://www.rateitall.com/i-409540-erotics-gallery.aspx,10003.0,POINT (-73.99057186267646 40.73707045732857)
722,531 W 26th St,,New York,Esso Gallery,(212) 560-9728,http://www.essogallery.com/,10001.0,POINT (-74.00381836652981 40.75024969488319)
723,160 Mercer St,,New York,Exhibit A,(212) 343-0230,http://www.essogallery.com/,10012.0,POINT (-73.99769214859654 40.72505669230653)
724,475 10th Ave,,New York,Exit Art,(212) 966-7745,http://www.exitart.org/site/pub/main/index.html,10018.0,POINT (-73.99850449056575 40.75624293255336)
725,280 City Island Ave,,Bronx,Exotiqa II,(212) 721-4394,http://www.speendex.com/New-York/New-York-City/Shopping/Arts/Exotiqa-II-l497278.html,10464.0,POINT (-73.78597884804125 40.84660712240781)
726,516 W 25th St,,New York,Eye Jammie Fine Arts Gallery,(212) 645-0061,http://www.eyejammie.com/,10001.0,POINT (-74.00430835963606 40.74926699052008)
727,540 W 21st St,,New York,Eyebeam Atelier,(212) 937-6580,http://eyebeam.org/,10011.0,POINT (-74.00705639760449 40.74698648235827)
728,905 Madison Ave,,New York,Ezair Gallery,(212) 628-2224,http://www.ezairgallery.com/,10021.0,POINT (-73.96488957373968 40.77214609107672)
729,393 Bridge St,,Brooklyn,Faith Art Gallery Corp,(718) 596-4659,http://ny.citysquares.com/brooklyn/downtown-brooklyn/arts-entertainment/artists-art-dealers/faith-art-gallery-corp,11201.0,POINT (-73.98502183713724 40.69145797289582)
730,530 W 25th St,,New York,Feature Inc,(212) 675-7772,http://featureinc.com/,10001.0,POINT (-74.00465742633867 40.74938527551454)
731,208 E 7th St Ofc,,New York,Fields Walter,(212) 477-7159,http://newsday.planetdiscover.com/sp?aff=1110&skin=200&siteId=227580,10009.0,POINT (-73.97999416175843 40.72434452521103)
732,55 Mercer St,,New York,Fifty-Five Mercer Gallery,(212) 226-8513,http://www.merchantcircle.com/blogs/Fifty.Five.Mercer.Gallery.212-226-8513,10013.0,POINT (-74.00122058669174 40.72199019386643)
733,1202 Lexington Ave,Suite 282,New York,Findlay David Galleries,(212) 249-2909,http://www.davidfindlaygalleries.com/,10028.0,POINT (-73.95786468302175 40.77671112812341)
734,41 E 57th St,,New York,Findlay David Jr Fine Art,(212) 486-7660,http://www.davidfindlayjr.com/,10022.0,POINT (-73.97174887002554 40.76231666076687)
735,41 E 57th St,,New York,Findlay Peter Gallery,(212) 644-4433,http://www.findlay.com/,10022.0,POINT (-73.97180039192365 40.76223773337239)
736,122 Spring St,,New York,Fine Art Acquisitions,(212) 431-3744,http://m.nyc.com/arts__attractions/fine_art_acquisitions.204/map_location.aspx,10012.0,POINT (-74.00029974157532 40.7235933155635)
737,89 South Street,S Street Seaport,New York,Fine Art Alacarte,(212) 766-4954,http://www.nyc.com/arts__attractions/fine_art_alacarte.1793/map_location.aspx,10001.0,POINT (-74.00380156301806 40.70636686174815)
738,48-75 37th St,,Long Island City,Fine Art Services & Transport,(718) 784-9399,http://www.museumsusa.org/vendors/info/1259295,11101.0,POINT (-73.92883940898508 40.7382323887112)
739,526 W 26th St,Rm 915,New York,First Street Gallery,(646) 336-8053,http://www.firststreetgallery.net/,10001.0,POINT (-74.00443446589546 40.74996792701139)
740,210 Eleventh Ave.,Ste. 801,New York,Fischbach Gallery,(212) 759-2345,http://www.fischbachgallery.com/,10001.0,POINT (-74.00602112606222 40.74989670512089)
741,3711 Main St,,Flushing,Flushing Art Gallery,(718) 445-6748,http://www.city-data.com/businesses/937101806-flushing-art-gallery-flushing-ny.html,11354.0,POINT (-73.83041137904691 40.76141732272762)
742,321 City Island Ave,,Bronx,Focal Point Gallery,(718) 885-1403,http://www.focalpointgallery.com/,10464.0,POINT (-73.78685976077512 40.84756077816203)
743,535 W 20th St,,New York,Folin Riva Inc,(212) 242-3434,http://www.nyc.com/arts__attractions/folin_riva_inc.1485/editorial_review.aspx,10011.0,POINT (-74.00707399355053 40.74660508530802)
744,12 E 53rd St,,New York,Folklorica,(212) 750-6765,http://www.nyc.com/arts__attractions/folklorica.950/map_location.aspx,10022.0,POINT (-73.97503918883272 40.7598343459659)
745,60 Fifth Avenue,,New York,Forbes Magazine Galleries,(212) 206-5548,http://www.forbesgalleries.com/,10011.0,POINT (-73.99479482822287 40.73502191111879)
746,270 Lafayette St,,New York,Forrest Scott Group,(212) 274-8100,http://www.forrestscottgallery.com/corporate.html,10012.0,POINT (-73.99647308638792 40.72397525886468)
747,4920 5th St,,Long Island City,Fortress Fae Worldwide,(718) 786-9418,http://long_island_city.ny.ooberunder.com/7817245-fortress.fae.worldwide,11101.0,POINT (-73.95653685419958 40.74335663129033)
748,4920 5th St,,Long Island City,Fortress Ny,(718) 937-5500,http://www.thefortress.com/Locations/ny.html,11101.0,POINT (-73.95672412634464 40.7433898305589)
749,984 Madison Ave,,New York,Fortuna Fine Arts Ltd,(212) 794-7272,http://www.fortunafineartsltd.ypgs.net/,10021.0,POINT (-73.96344115477852 40.77485986451713)
750,745 5th Ave,,New York,Forum Gallery,(212) 355-4545,http://www.forumgallery.com/,10151.0,POINT (-73.97342331202799 40.76329345264367)
751,17 E Broadway,,New York,Fowa Enterprises Corp,(212) 571-3838,http://ny.citysquares.com/manhattan/chinatown/arts-entertainment/artists-art-dealers/fowa-enterprises-corp,10002.0,POINT (-73.9970125926335 40.71331565137543)
752,431 W Broadway,,New York,Franklin Bowles Galleries,(212) 226-1616,http://www.franklinbowlesgallery.com/,10012.0,POINT (-74.00094986667257 40.72526683360754)
753,20 W 57th St,,New York,Franklin Parrasch Gallery,(212) 246-5360,http://www.franklinparrasch.com/,10019.0,POINT (-73.97543422459491 40.76337208346219)
754,325 W 82nd St,,New York,Frederick Schultz Ancient Art,(212) 721-6007,http://local.yahoo.com/info-45126467-frederick-schultz-ancient-art-new-york,10024.0,POINT (-73.98069884494643 40.78690228343233)
755,504 W. 22nd St.,,New York,Fredericks Freiser Gallery,(212) 633-6555,http://www.fredericksfreisergallery.com/,10011.0,POINT (-74.0051961895703 40.74706888848231)
756,535 W 22nd St,,New York,Frederieke Taylor Gallery,(646) 230-0992,http://www.frederieketaylorgallery.com/,10011.0,POINT (-74.00623829502504 40.74784537034997)
757,245 E 80th St,,New York,Frei-Nathan Susan Fine Works On Paper Llc,(212) 517-8878,http://www.sfnbotanicalart.com/,10021.0,POINT (-73.95473116061781 40.77433136268827)
758,27 E 67th St,,New York,Friedman Vallois Llc,(212) 517-3820,http://www.livevillage.com/newyork/art/friedman-vallois-llc.html,10021.0,POINT (-73.96744385873235 40.76858930269392)
759,535 W. 22nd St.,,New York,Friedrich Petzel Gallery,(212) 680-9467,http://www.petzel.com/,10011.0,POINT (-74.00609558500631 40.74785399223359)
760,670 Broadway,,New York,Frielich Bros-Deutsch Bros,(212) 777-3051,http://www.yelp.com/biz/frielich-bros-deutsch-bros-new-york,10012.0,POINT (-73.99481412195294 40.72722478022204)
761,501 5th Ave,,New York,Friends of Bezalel Academy,(212) 687-0542,http://www.bezalelfriends.org/,10017.0,POINT (-73.98073127343689 40.75313966691115)
762,106 Fulton St,,New York,Fulton Plaza,(212) 835-8600,http://www.nyc.com/arts__attractions/fulton_plaza.1801/editorial_review.aspx,10038.0,POINT (-74.00704683072064 40.70958977243389)
763,116 John St,,New York,Fulton St Art Gallery,(212) 587-5984,http://www.yellowbot.com/fulton-street-art-gallery-new-york-ny.html,10038.0,POINT (-74.0058906552173 40.70746874115894)
764,220 Madison Ave,,New York,G P L Promotions Ltd,(212) 684-1066,http://www.city-data.com/businesses/113165997-gpl-promotions-ltd-new-york-ny.html,10016.0,POINT (-73.9820716102324 40.74955563966176)
765,555 W 24th St,,New York,Gagosian Gallery Chelsea,(212) 741-1111,http://www.gagosian.com/,10011.0,POINT (-74.00539200905294 40.74908343886072)
766,980 Madison Ave,,New York,Gagosian Gallery Uptown,(917) 432-1471,http://www.gagosian.com/,10021.0,POINT (-73.96358044738228 40.77483505925351)
767,18 E 76th St,,New York,Galerie Des Arts Ltd,(212) 861-7925,http://athome.kimvallee.com/places/places/us/new-york/new-york/galerie-des-arts-ltd,10021.0,POINT (-73.96420493195589 40.77441871927505)
768,41 Perry St,,New York,Galerie Thomas,(212) 675-7296,http://newyork.maplist.org/viewthread.php?tid=442935,10014.0,POINT (-74.00283704393195 40.73581223354875)
769,529 3rd Ave,,New York,Galleria On Third,(212) 683-2886,http://www.galleriaonthird.com/,10016.0,POINT (-73.9771880235982 40.7464019802216)
770,41 E 57th St,,New York,Galleria Ramis Barquet Ny Ltd,(212) 644-9090,http://www.nyc.com/arts__attractions/galleria_ramis_barquet_ny_ltd.1552/whats_nearby.aspx,10022.0,POINT (-73.9717918765114 40.76241422294618)
771,350 Bowery,,New York,Gallery 151,(212) 675-5311,http://gallery151.com/,10012.0,POINT (-73.99204713700522 40.72674329135941)
772,120 Wooster St,,New York,Gallery 292,(212) 431-0292,http://findarticles.com/p/articles/mi_m1248/is_9_91/ai_108278541/,10012.0,POINT (-74.00008646178615 40.72505115926186)
773,310 W 49th St,,New York,Gallery 49,(917) 915-6369,http://www.gallery49.com/,10019.0,POINT (-73.98751492176174 40.76183838880812)
774,974 Lexington Ave,,New York,Gallery 71 Inc,(212) 744-7779,http://www.gallery71.com/,10021.0,POINT (-73.96299598715007 40.76963622268238)
775,91 Grand St,,New York,Gallery 91,(212) 966-3722,http://www.gallery91.com/,10013.0,POINT (-74.00215738341032 40.72140576655862)
776,1865 Broadway,,New York,Gallery at the American Bible Society,(212) 408-1500,http://www.socialweb.net/Places/2752.lasso,10023.0,POINT (-73.98273876090653 40.77025398497774)
777,170 E. 70th St.,,New York,Gallery at the New York School of Interior Design,(212) 472-1500,http://www.nyc-arts.org/organizations/153/gallery-of-new-york-school-of-interior-design,10021.0,POINT (-73.96246362850043 40.76856417031806)
778,520 W 43rd St,,New York,Gallery Bai Inc,(212) 947-4142,http://www.merchantcircle.com/business/Gallery.Bai.Inc.New.York.NY.212-947-4142,10036.0,POINT (-73.99627932016458 40.76059646482155)
779,555 W 25th St,,New York,Gallery Henoch,(917) 305-0003,http://www.galleryhenoch.com/,10001.0,POINT (-74.00526085773841 40.75012695130152)
780,3931 50th Street,,Woodside,Gallery of Ireland,(718) 458-2960,http://www.merchantcircle.com/business/Gallery.of.Ireland.718-458-2960,11377.0,POINT (-73.91369900852506 40.74795986909378)
781,305 E 61th St,,New York,Gardner & Barr Inc,(212) 752-0555,http://www.gardnerandbarr.com/,10065.0,POINT (-73.96278275783858 40.76174806416189)
782,24 W 57th St,Ste 305,New York,Garth Clark Gallery,(212) 246-2205,http://www.garthclark.com/,10019.0,POINT (-73.97564540681256 40.76328542144579)
783,4546 21st St,,Long Island City,Garth Clark Gallery's Project Space,(718) 706-2491,http://www.nyc.com/arts__attractions/garth_clark_gallerys_project_space.934/whats_nearby.aspx,11101.0,POINT (-73.94831899229405 40.74618053918587)
784,524 W 19th St,,New York,Gasser & Grunert,(212) 807-9494,http://gassergrunert.net/test/,10011.0,POINT (-74.00736219552937 40.74558377584045)
785,620 Greenwich St,,New York,Gavin Brown's Enterprise Corp,(212) 627-5258,http://www.gavinbrown.biz/,10014.0,POINT (-74.0085930244375 40.73054991342799)
